강수분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 서울
기간 : 20031201~20221231

날짜,지점,강수량(mm)
2010-12-18,108,
2010-12-19,108,0.4
2010-12-20,108,
2010-12-21,108,
2010-12-22,108,
2010-12-23,108,
2010-12-24,108,
2010-12-25,108,
2010-12-26,108,
2010-12-27,108,0.2
2010-12-28,108,6
2010-12-29,108,0.1
2010-12-30,108,3.7
2010-12-31,108,
2011-01-01,108,
2011-01-02,108,
2011-01-03,108,
2011-01-04,108,
2011-01-05,108,
2011-01-06,108,
2011-01-07,108,
2011-01-08,108,0.2
2011-01-09,108,0
2011-01-10,108,
2011-01-11,108,1.9
2011-01-12,108,
2011-01-13,108,
2011-01-14,108,1.1
2011-01-15,108,
2011-01-16,108,
2011-01-17,108,
2011-01-18,108,
2011-01-19,108,0
2011-01-20,108,
2011-01-21,108,
2011-01-22,108,0.4
2011-01-23,108,5.3
2011-01-24,108,
2011-01-25,108,
2011-01-26,108,
2011-01-27,108,
2011-01-28,108,
2011-01-29,108,
2011-01-30,108,
2011-01-31,108,0
2011-02-01,108,
2011-02-02,108,
2011-02-03,108,
2011-02-04,108,
2011-02-05,108,
2011-02-06,108,
2011-02-07,108,
2011-02-08,108,
2011-02-09,108,
2011-02-10,108,
2011-02-11,108,
2011-02-12,108,
2011-02-13,108,
2011-02-14,108,
2011-02-15,108,
2011-02-16,108,
2011-02-17,108,0.1
2011-02-18,108,
2011-02-19,108,
2011-02-20,108,
2011-02-21,108,
2011-02-22,108,
2011-02-23,108,
2011-02-24,108,
2011-02-25,108,
2011-02-26,108,
2011-02-27,108,28.5
2011-02-28,108,0.5
2011-03-01,108,2.3
2011-03-02,108,
2011-03-03,108,
2011-03-04,108,
2011-03-05,108,
2011-03-06,108,
2011-03-07,108,
2011-03-08,108,
2011-03-09,108,
2011-03-10,108,
2011-03-11,108,
2011-03-12,108,
2011-03-13,108,
2011-03-14,108,
2011-03-15,108,
2011-03-16,108,0
2011-03-17,108,
2011-03-18,108,
2011-03-19,108,0
2011-03-20,108,5
2011-03-21,108,
2011-03-22,108,
2011-03-23,108,
2011-03-24,108,5.8
2011-03-25,108,
2011-03-26,108,
2011-03-27,108,0
2011-03-28,108,1.5
2011-03-29,108,
2011-03-30,108,
2011-03-31,108,
2011-04-01,108,
2011-04-02,108,
2011-04-03,108,
2011-04-04,108,
2011-04-05,108,
2011-04-06,108,
2011-04-07,108,7
2011-04-08,108,
2011-04-09,108,
2011-04-10,108,1.5
2011-04-11,108,
2011-04-12,108,
2011-04-13,108,
2011-04-14,108,
2011-04-15,108,0.1
2011-04-16,108,
2011-04-17,108,
2011-04-18,108,2
2011-04-19,108,
2011-04-20,108,
2011-04-21,108,
2011-04-22,108,19
2011-04-23,108,
2011-04-24,108,
2011-04-25,108,0
2011-04-26,108,2.5
2011-04-27,108,5
2011-04-28,108,0
2011-04-29,108,4
2011-04-30,108,69
2011-05-01,108,0
2011-05-02,108,
2011-05-03,108,
2011-05-04,108,
2011-05-05,108,
2011-05-06,108,0.5
2011-05-07,108,3.5
2011-05-08,108,
2011-05-09,108,4
2011-05-10,108,6.5
2011-05-11,108,14
2011-05-12,108,0
2011-05-13,108,
2011-05-14,108,
2011-05-15,108,
2011-05-16,108,
2011-05-17,108,
2011-05-18,108,0
2011-05-19,108,0.4
2011-05-20,108,15
2011-05-21,108,2
2011-05-22,108,
2011-05-23,108,
2011-05-24,108,
2011-05-25,108,
2011-05-26,108,0
2011-05-27,108,
2011-05-28,108,
2011-05-29,108,
2011-05-30,108,
2011-05-31,108,7.5
2011-06-01,108,21.5
2011-06-02,108,
2011-06-03,108,
2011-06-04,108,0.5
2011-06-05,108,
2011-06-06,108,
2011-06-07,108,0
2011-06-08,108,1.5
2011-06-09,108,0
2011-06-10,108,0
2011-06-11,108,0
2011-06-12,108,0
2011-06-13,108,0.5
2011-06-14,108,
2011-06-15,108,1
2011-06-16,108,
2011-06-17,108,0
2011-06-18,108,
2011-06-19,108,
2011-06-20,108,
2011-06-21,108,
2011-06-22,108,16
2011-06-23,108,41
2011-06-24,108,10.5
2011-06-25,108,37
2011-06-26,108,40
2011-06-27,108,11.5
2011-06-28,108,0.5
2011-06-29,108,177
2011-06-30,108,46
2011-07-01,108,
2011-07-02,108,0
2011-07-03,108,115
2011-07-04,108,
2011-07-05,108,
2011-07-06,108,
2011-07-07,108,42.5
2011-07-08,108,13
2011-07-09,108,15
2011-07-10,108,6
2011-07-11,108,42.5
2011-07-12,108,51.5
2011-07-13,108,29
2011-07-14,108,38
2011-07-15,108,15
2011-07-16,108,54.5
2011-07-17,108,1
2011-07-18,108,
2011-07-19,108,
2011-07-20,108,
2011-07-21,108,
2011-07-22,108,1.5
2011-07-23,108,3
2011-07-24,108,8
2011-07-25,108,27.5
2011-07-26,108,171
2011-07-27,108,301.5
2011-07-28,108,115
2011-07-29,108,7.5
2011-07-30,108,0
2011-07-31,108,73
2011-08-01,108,0.5
2011-08-02,108,0.5
2011-08-03,108,41.5
2011-08-04,108,10
2011-08-05,108,
2011-08-06,108,1.5
2011-08-07,108,4.5
2011-08-08,108,39.5
2011-08-09,108,0
2011-08-10,108,0.3
2011-08-11,108,0
2011-08-12,108,19.5
2011-08-13,108,6.5
2011-08-14,108,9.5
2011-08-15,108,0.5
2011-08-16,108,16
2011-08-17,108,4
2011-08-18,108,0
2011-08-19,108,
2011-08-20,108,0.5
2011-08-21,108,
2011-08-22,108,3.5
2011-08-23,108,
2011-08-24,108,
2011-08-25,108,
2011-08-26,108,
2011-08-27,108,
2011-08-28,108,
2011-08-29,108,
2011-08-30,108,8.5
2011-08-31,108,
2011-09-01,108,
2011-09-02,108,
2011-09-03,108,
2011-09-04,108,
2011-09-05,108,
2011-09-06,108,
2011-09-07,108,
2011-09-08,108,0
2011-09-09,108,2.5
2011-09-10,108,
2011-09-11,108,0
2011-09-12,108,0
2011-09-13,108,
2011-09-14,108,
2011-09-15,108,
2011-09-16,108,
2011-09-17,108,0
2011-09-18,108,0.5
2011-09-19,108,0.1
2011-09-20,108,
2011-09-21,108,
2011-09-22,108,
2011-09-23,108,
2011-09-24,108,
2011-09-25,108,
2011-09-26,108,
2011-09-27,108,
2011-09-28,108,
2011-09-29,108,22.5
2011-09-30,108,
2011-10-01,108,
2011-10-02,108,
2011-10-03,108,
2011-10-04,108,
2011-10-05,108,
2011-10-06,108,
2011-10-07,108,
2011-10-08,108,
2011-10-09,108,
2011-10-10,108,
2011-10-11,108,
2011-10-12,108,
2011-10-13,108,
2011-10-14,108,5
2011-10-15,108,20
2011-10-16,108,0.5
2011-10-17,108,
2011-10-18,108,
2011-10-19,108,
2011-10-20,108,
2011-10-21,108,
2011-10-22,108,
2011-10-23,108,0
2011-10-24,108,1.5
2011-10-25,108,
2011-10-26,108,
2011-10-27,108,
2011-10-28,108,
2011-10-29,108,5
2011-10-30,108,
2011-10-31,108,
2011-11-01,108,
2011-11-02,108,
2011-11-03,108,
2011-11-04,108,1
2011-11-05,108,0.1
2011-11-06,108,12
2011-11-07,108,
2011-11-08,108,
2011-11-09,108,
2011-11-10,108,
2011-11-11,108,1
2011-11-12,108,
2011-11-13,108,
2011-11-14,108,
2011-11-15,108,
2011-11-16,108,
2011-11-17,108,0
2011-11-18,108,6
2011-11-19,108,0.2
2011-11-20,108,
2011-11-21,108,
2011-11-22,108,0.1
2011-11-23,108,4.5
2011-11-24,108,
2011-11-25,108,0
2011-11-26,108,0
2011-11-27,108,0
2011-11-28,108,0.3
2011-11-29,108,1
2011-11-30,108,30
2011-12-01,108,
2011-12-02,108,1.5
2011-12-03,108,3.5
2011-12-04,108,
2011-12-05,108,
2011-12-06,108,
2011-12-07,108,
2011-12-08,108,
2011-12-09,108,0
2011-12-10,108,0
2011-12-11,108,0
2011-12-12,108,0
2011-12-13,108,
2011-12-14,108,0
2011-12-15,108,
2011-12-16,108,
2011-12-17,108,
2011-12-18,108,0
2011-12-19,108,
2011-12-20,108,
2011-12-21,108,0.7
2011-12-22,108,
2011-12-23,108,0.6
2011-12-24,108,0.5
2011-12-25,108,
2011-12-26,108,
2011-12-27,108,
2011-12-28,108,0.3
2011-12-29,108,
2011-12-30,108,
2011-12-31,108,
2012-01-01,108,0
2012-01-02,108,
2012-01-03,108,0.4
2012-01-04,108,0
2012-01-05,108,
2012-01-06,108,
2012-01-07,108,
2012-01-08,108,
2012-01-09,108,0
2012-01-10,108,
2012-01-11,108,
2012-01-12,108,0
2012-01-13,108,
2012-01-14,108,
2012-01-15,108,
2012-01-16,108,
2012-01-17,108,
2012-01-18,108,
2012-01-19,108,0.2
2012-01-20,108,0.5
2012-01-21,108,0.1
2012-01-22,108,
2012-01-23,108,
2012-01-24,108,1.6
2012-01-25,108,
2012-01-26,108,0
2012-01-27,108,0
2012-01-28,108,
2012-01-29,108,
2012-01-30,108,
2012-01-31,108,3.9
2012-02-01,108,
2012-02-02,108,
2012-02-03,108,0.1
2012-02-04,108,0.2
2012-02-05,108,
2012-02-06,108,0.2
2012-02-07,108,0
2012-02-08,108,
2012-02-09,108,
2012-02-10,108,0
2012-02-11,108,
2012-02-12,108,
2012-02-13,108,
2012-02-14,108,
2012-02-15,108,
2012-02-16,108,
2012-02-17,108,
2012-02-18,108,
2012-02-19,108,
2012-02-20,108,
2012-02-21,108,
2012-02-22,108,
2012-02-23,108,0.3
2012-02-24,108,
2012-02-25,108,
2012-02-26,108,
2012-02-27,108,
2012-02-28,108,
2012-02-29,108,
2012-03-01,108,
2012-03-02,108,0.3
2012-03-03,108,
2012-03-04,108,0
2012-03-05,108,7
2012-03-06,108,8.5
2012-03-07,108,
2012-03-08,108,
2012-03-09,108,
2012-03-10,108,
2012-03-11,108,0
2012-03-12,108,
2012-03-13,108,
2012-03-14,108,0
2012-03-15,108,
2012-03-16,108,4
2012-03-17,108,2
2012-03-18,108,
2012-03-19,108,
2012-03-20,108,
2012-03-21,108,
2012-03-22,108,0
2012-03-23,108,22
2012-03-24,108,3.5
2012-03-25,108,
2012-03-26,108,
2012-03-27,108,
2012-03-28,108,
2012-03-29,108,0
2012-03-30,108,0.1
2012-03-31,108,0
2012-04-01,108,
2012-04-02,108,22
2012-04-03,108,35
2012-04-04,108,
2012-04-05,108,
2012-04-06,108,
2012-04-07,108,
2012-04-08,108,
2012-04-09,108,
2012-04-10,108,10.5
2012-04-11,108,3
2012-04-12,108,
2012-04-13,108,
2012-04-14,108,
2012-04-15,108,
2012-04-16,108,
2012-04-17,108,
2012-04-18,108,
2012-04-19,108,
2012-04-20,108,
2012-04-21,108,47.5
2012-04-22,108,9
2012-04-23,108,0
2012-04-24,108,
2012-04-25,108,28
2012-04-26,108,2
2012-04-27,108,
2012-04-28,108,
2012-04-29,108,
2012-04-30,108,
2012-05-01,108,
2012-05-02,108,0.4
2012-05-03,108,0.2
2012-05-04,108,
2012-05-05,108,
2012-05-06,108,
2012-05-07,108,
2012-05-08,108,
2012-05-09,108,
2012-05-10,108,
2012-05-11,108,
2012-05-12,108,
2012-05-13,108,
2012-05-14,108,6.5
2012-05-15,108,0
2012-05-16,108,0
2012-05-17,108,0.5
2012-05-18,108,
2012-05-19,108,
2012-05-20,108,
2012-05-21,108,
2012-05-22,108,
2012-05-23,108,
2012-05-24,108,
2012-05-25,108,
2012-05-26,108,
2012-05-27,108,0.3
2012-05-28,108,0.1
2012-05-29,108,
2012-05-30,108,0
2012-05-31,108,0.2
2012-06-01,108,
2012-06-02,108,
2012-06-03,108,
2012-06-04,108,
2012-06-05,108,0
2012-06-06,108,
2012-06-07,108,
2012-06-08,108,2
2012-06-09,108,
2012-06-10,108,
2012-06-11,108,
2012-06-12,108,0.4
2012-06-13,108,
2012-06-14,108,
2012-06-15,108,
2012-06-16,108,
2012-06-17,108,
2012-06-18,108,
2012-06-19,108,
2012-06-20,108,
2012-06-21,108,
2012-06-22,108,0
2012-06-23,108,
2012-06-24,108,
2012-06-25,108,
2012-06-26,108,
2012-06-27,108,
2012-06-28,108,
2012-06-29,108,20
2012-06-30,108,69.5
2012-07-01,108,0
2012-07-02,108,
2012-07-03,108,25
2012-07-04,108,0.3
2012-07-05,108,72
2012-07-06,108,102.5
2012-07-07,108,
2012-07-08,108,
2012-07-09,108,
2012-07-10,108,6.5
2012-07-11,108,8
2012-07-12,108,0
2012-07-13,108,76.5
2012-07-14,108,8
2012-07-15,108,32.5
2012-07-16,108,2.5
2012-07-17,108,0
2012-07-18,108,6
2012-07-19,108,72.5
2012-07-20,108,1
2012-07-21,108,
2012-07-22,108,16.5
2012-07-23,108,1
2012-07-24,108,
2012-07-25,108,
2012-07-26,108,
2012-07-27,108,
2012-07-28,108,
2012-07-29,108,0
2012-07-30,108,18
2012-07-31,108,0.1
2012-08-01,108,
2012-08-02,108,
2012-08-03,108,
2012-08-04,108,
2012-08-05,108,
2012-08-06,108,
2012-08-07,108,
2012-08-08,108,
2012-08-09,108,
2012-08-10,108,0.3
2012-08-11,108,
2012-08-12,108,17
2012-08-13,108,2
2012-08-14,108,15.5
2012-08-15,108,136.5
2012-08-16,108,
2012-08-17,108,0
2012-08-18,108,2
2012-08-19,108,5
2012-08-20,108,59.5
2012-08-21,108,137
2012-08-22,108,17
2012-08-23,108,0.1
2012-08-24,108,7.5
2012-08-25,108,11.5
2012-08-26,108,0
2012-08-27,108,
2012-08-28,108,13.5
2012-08-29,108,6
2012-08-30,108,34.5
2012-08-31,108,
2012-09-01,108,
2012-09-02,108,
2012-09-03,108,
2012-09-04,108,55.5
2012-09-05,108,10.5
2012-09-06,108,
2012-09-07,108,3
2012-09-08,108,25
2012-09-09,108,
2012-09-10,108,
2012-09-11,108,
2012-09-12,108,0.5
2012-09-13,108,13.5
2012-09-14,108,2
2012-09-15,108,
2012-09-16,108,2.5
2012-09-17,108,85.5
2012-09-18,108,
2012-09-19,108,
2012-09-20,108,0
2012-09-21,108,
2012-09-22,108,
2012-09-23,108,
2012-09-24,108,
2012-09-25,108,
2012-09-26,108,
2012-09-27,108,
2012-09-28,108,13.5
2012-09-29,108,0.5
2012-09-30,108,
2012-10-01,108,
2012-10-02,108,
2012-10-03,108,
2012-10-04,108,
2012-10-05,108,
2012-10-06,108,
2012-10-07,108,
2012-10-08,108,
2012-10-09,108,
2012-10-10,108,13
2012-10-11,108,
2012-10-12,108,
2012-10-13,108,
2012-10-14,108,
2012-10-15,108,
2012-10-16,108,
2012-10-17,108,2.5
2012-10-18,108,
2012-10-19,108,
2012-10-20,108,
2012-10-21,108,
2012-10-22,108,39.5
2012-10-23,108,0
2012-10-24,108,
2012-10-25,108,
2012-10-26,108,
2012-10-27,108,44
2012-10-28,108,0
2012-10-29,108,0
2012-10-30,108,0.1
2012-10-31,108,0.2
2012-11-01,108,
2012-11-02,108,
2012-11-03,108,
2012-11-04,108,4
2012-11-05,108,8
2012-11-06,108,5
2012-11-07,108,
2012-11-08,108,
2012-11-09,108,
2012-11-10,108,
2012-11-11,108,28
2012-11-12,108,3
2012-11-13,108,0
2012-11-14,108,0
2012-11-15,108,
2012-11-16,108,9.5
2012-11-17,108,1.5
2012-11-18,108,
2012-11-19,108,5.5
2012-11-20,108,
2012-11-21,108,
2012-11-22,108,0.3
2012-11-23,108,
2012-11-24,108,
2012-11-25,108,0.5
2012-11-26,108,1
2012-11-27,108,
2012-11-28,108,1
2012-11-29,108,
2012-11-30,108,0.5
2012-12-01,108,
2012-12-02,108,
2012-12-03,108,5.4
2012-12-04,108,
2012-12-05,108,5.8
2012-12-06,108,0.1
2012-12-07,108,1.9
2012-12-08,108,
2012-12-09,108,
2012-12-10,108,
2012-12-11,108,
2012-12-12,108,
2012-12-13,108,
2012-12-14,108,18.5
2012-12-15,108,0.5
2012-12-16,108,
2012-12-17,108,
2012-12-18,108,
2012-12-19,108,
2012-12-20,108,
2012-12-21,108,1.8
2012-12-22,108,
2012-12-23,108,0
2012-12-24,108,0
2012-12-25,108,1
2012-12-26,108,
2012-12-27,108,
2012-12-28,108,0
2012-12-29,108,4.1
2012-12-30,108,2.3
2012-12-31,108,
2013-01-01,108,3.1
2013-01-02,108,
2013-01-03,108,
2013-01-04,108,
2013-01-05,108,
2013-01-06,108,
2013-01-07,108,
2013-01-08,108,
2013-01-09,108,
2013-01-10,108,
2013-01-11,108,0
2013-01-12,108,0.1
2013-01-13,108,
2013-01-14,108,
2013-01-15,108,
2013-01-16,108,0.3
2013-01-17,108,
2013-01-18,108,
2013-01-19,108,
2013-01-20,108,
2013-01-21,108,16.5
2013-01-22,108,0.5
2013-01-23,108,1.5
2013-01-24,108,0.1
2013-01-25,108,
2013-01-26,108,
2013-01-27,108,
2013-01-28,108,
2013-01-29,108,0
2013-01-30,108,
2013-01-31,108,0
2013-02-01,108,46.5
2013-02-02,108,
2013-02-03,108,7.5
2013-02-04,108,7.4
2013-02-05,108,4.5
2013-02-06,108,2.1
2013-02-07,108,0
2013-02-08,108,
2013-02-09,108,
2013-02-10,108,1.2
2013-02-11,108,
2013-02-12,108,0
2013-02-13,108,
2013-02-14,108,
2013-02-15,108,
2013-02-16,108,
2013-02-17,108,0
2013-02-18,108,
2013-02-19,108,
2013-02-20,108,
2013-02-21,108,0
2013-02-22,108,3.9
2013-02-23,108,
2013-02-24,108,
2013-02-25,108,
2013-02-26,108,0
2013-02-27,108,
2013-02-28,108,1
2013-03-01,108,3
2013-03-02,108,
2013-03-03,108,
2013-03-04,108,
2013-03-05,108,
2013-03-06,108,
2013-03-07,108,0.5
2013-03-08,108,
2013-03-09,108,
2013-03-10,108,
2013-03-11,108,
2013-03-12,108,3.5
2013-03-13,108,11.5
2013-03-14,108,
2013-03-15,108,
2013-03-16,108,
2013-03-17,108,7.5
2013-03-18,108,1
2013-03-19,108,
2013-03-20,108,0.1
2013-03-21,108,
2013-03-22,108,
2013-03-23,108,
2013-03-24,108,
2013-03-25,108,
2013-03-26,108,
2013-03-27,108,
2013-03-28,108,
2013-03-29,108,
2013-03-30,108,0.2
2013-03-31,108,
2013-04-01,108,0.5
2013-04-02,108,8.5
2013-04-03,108,
2013-04-04,108,
2013-04-05,108,
2013-04-06,108,14
2013-04-07,108,1
2013-04-08,108,1
2013-04-09,108,0.5
2013-04-10,108,1.5
2013-04-11,108,0.5
2013-04-12,108,
2013-04-13,108,
2013-04-14,108,3.5
2013-04-15,108,
2013-04-16,108,
2013-04-17,108,
2013-04-18,108,
2013-04-19,108,
2013-04-20,108,9.5
2013-04-21,108,
2013-04-22,108,
2013-04-23,108,5.5
2013-04-24,108,0.1
2013-04-25,108,4.5
2013-04-26,108,0.1
2013-04-27,108,
2013-04-28,108,
2013-04-29,108,21
2013-04-30,108,
2013-05-01,108,1
2013-05-02,108,1
2013-05-03,108,0
2013-05-04,108,
2013-05-05,108,
2013-05-06,108,
2013-05-07,108,
2013-05-08,108,
2013-05-09,108,2.5
2013-05-10,108,22
2013-05-11,108,
2013-05-12,108,1
2013-05-13,108,
2013-05-14,108,
2013-05-15,108,
2013-05-16,108,
2013-05-17,108,
2013-05-18,108,14.5
2013-05-19,108,19.5
2013-05-20,108,
2013-05-21,108,
2013-05-22,108,
2013-05-23,108,
2013-05-24,108,
2013-05-25,108,
2013-05-26,108,
2013-05-27,108,56.5
2013-05-28,108,11.5
2013-05-29,108,2.5
2013-05-30,108,
2013-05-31,108,
2013-06-01,108,
2013-06-02,108,
2013-06-03,108,
2013-06-04,108,0.2
2013-06-05,108,
2013-06-06,108,
2013-06-07,108,
2013-06-08,108,
2013-06-09,108,
2013-06-10,108,
2013-06-11,108,7
2013-06-12,108,6.5
2013-06-13,108,
2013-06-14,108,
2013-06-15,108,
2013-06-16,108,
2013-06-17,108,0.5
2013-06-18,108,12
2013-06-19,108,0.1
2013-06-20,108,
2013-06-21,108,
2013-06-22,108,
2013-06-23,108,0.3
2013-06-24,108,
2013-06-25,108,
2013-06-26,108,0
2013-06-27,108,
2013-06-28,108,1.5
2013-06-29,108,
2013-06-30,108,0.2
2013-07-01,108,
2013-07-02,108,51.5
2013-07-03,108,
2013-07-04,108,32.5
2013-07-05,108,1
2013-07-06,108,
2013-07-07,108,3
2013-07-08,108,68
2013-07-09,108,6.5
2013-07-10,108,1
2013-07-11,108,14
2013-07-12,108,74
2013-07-13,108,165
2013-07-14,108,23
2013-07-15,108,3.5
2013-07-16,108,1.5
2013-07-17,108,18.5
2013-07-18,108,26.5
2013-07-19,108,
2013-07-20,108,1
2013-07-21,108,0.5
2013-07-22,108,84.5
2013-07-23,108,56.5
2013-07-24,108,11.5
2013-07-25,108,0
2013-07-26,108,
2013-07-27,108,0.2
2013-07-28,108,11
2013-07-29,108,3.5
2013-07-30,108,9.5
2013-07-31,108,8.5
2013-08-01,108,
2013-08-02,108,7.5
2013-08-03,108,0.1
2013-08-04,108,4.5
2013-08-05,108,7
2013-08-06,108,45
2013-08-07,108,
2013-08-08,108,
2013-08-09,108,0
2013-08-10,108,2
2013-08-11,108,
2013-08-12,108,
2013-08-13,108,
2013-08-14,108,
2013-08-15,108,0
2013-08-16,108,4.5
2013-08-17,108,
2013-08-18,108,13
2013-08-19,108,6
2013-08-20,108,
2013-08-21,108,
2013-08-22,108,0
2013-08-23,108,35
2013-08-24,108,
2013-08-25,108,
2013-08-26,108,
2013-08-27,108,
2013-08-28,108,
2013-08-29,108,21.5
2013-08-30,108,
2013-08-31,108,2.5
2013-09-01,108,
2013-09-02,108,
2013-09-03,108,
2013-09-04,108,
2013-09-05,108,0
2013-09-06,108,0
2013-09-07,108,
2013-09-08,108,
2013-09-09,108,
2013-09-10,108,11.5
2013-09-11,108,36.5
2013-09-12,108,0.5
2013-09-13,108,50
2013-09-14,108,11.5
2013-09-15,108,
2013-09-16,108,
2013-09-17,108,
2013-09-18,108,
2013-09-19,108,
2013-09-20,108,
2013-09-21,108,
2013-09-22,108,0
2013-09-23,108,
2013-09-24,108,4.5
2013-09-25,108,
2013-09-26,108,
2013-09-27,108,
2013-09-28,108,4
2013-09-29,108,19
2013-09-30,108,1
2013-10-01,108,
2013-10-02,108,
2013-10-03,108,
2013-10-04,108,
2013-10-05,108,
2013-10-06,108,0
2013-10-07,108,
2013-10-08,108,3
2013-10-09,108,
2013-10-10,108,
2013-10-11,108,6.5
2013-10-12,108,
2013-10-13,108,
2013-10-14,108,
2013-10-15,108,3.5
2013-10-16,108,
2013-10-17,108,
2013-10-18,108,
2013-10-19,108,
2013-10-20,108,
2013-10-21,108,
2013-10-22,108,
2013-10-23,108,
2013-10-24,108,
2013-10-25,108,
2013-10-26,108,
2013-10-27,108,
2013-10-28,108,
2013-10-29,108,0.5
2013-10-30,108,
2013-10-31,108,
2013-11-01,108,
2013-11-02,108,7.5
2013-11-03,108,0
2013-11-04,108,
2013-11-05,108,
2013-11-06,108,1
2013-11-07,108,0.1
2013-11-08,108,
2013-11-09,108,5.5
2013-11-10,108,0
2013-11-11,108,
2013-11-12,108,
2013-11-13,108,
2013-11-14,108,1
2013-11-15,108,2
2013-11-16,108,2
2013-11-17,108,1
2013-11-18,108,0
2013-11-19,108,0
2013-11-20,108,
2013-11-21,108,
2013-11-22,108,
2013-11-23,108,
2013-11-24,108,14
2013-11-25,108,9.5
2013-11-26,108,1.5
2013-11-27,108,1.7
2013-11-28,108,
2013-11-29,108,0
2013-11-30,108,
2013-12-01,108,
2013-12-02,108,0
2013-12-03,108,
2013-12-04,108,
2013-12-05,108,
2013-12-06,108,0
2013-12-07,108,0.1
2013-12-08,108,0
2013-12-09,108,14
2013-12-10,108,
2013-12-11,108,2.6
2013-12-12,108,4.1
2013-12-13,108,
2013-12-14,108,1.1
2013-12-15,108,
2013-12-16,108,
2013-12-17,108,
2013-12-18,108,0.8
2013-12-19,108,0.3
2013-12-20,108,0
2013-12-21,108,
2013-12-22,108,
2013-12-23,108,
2013-12-24,108,
2013-12-25,108,
2013-12-26,108,1.6
2013-12-27,108,
2013-12-28,108,
2013-12-29,108,0.1
2013-12-30,108,
2013-12-31,108,
2014-01-01,108,0
2014-01-02,108,
2014-01-03,108,
2014-01-04,108,
2014-01-05,108,
2014-01-06,108,
2014-01-07,108,0
2014-01-08,108,0
2014-01-09,108,
2014-01-10,108,0
2014-01-11,108,
2014-01-12,108,0
2014-01-13,108,
2014-01-14,108,
2014-01-15,108,
2014-01-16,108,
2014-01-17,108,
2014-01-18,108,
2014-01-19,108,0
2014-01-20,108,5.3
2014-01-21,108,0.7
2014-01-22,108,
2014-01-23,108,
2014-01-24,108,
2014-01-25,108,3
2014-01-26,108,
2014-01-27,108,
2014-01-28,108,0.5
2014-01-29,108,
2014-01-30,108,3.5
2014-01-31,108,
2014-02-01,108,11
2014-02-02,108,0.5
2014-02-03,108,
2014-02-04,108,
2014-02-05,108,
2014-02-06,108,
2014-02-07,108,0
2014-02-08,108,4.3
2014-02-09,108,0.2
2014-02-10,108,0.2
2014-02-11,108,
2014-02-12,108,0
2014-02-13,108,
2014-02-14,108,
2014-02-15,108,
2014-02-16,108,
2014-02-17,108,
2014-02-18,108,
2014-02-19,108,
2014-02-20,108,
2014-02-21,108,
2014-02-22,108,
2014-02-23,108,
2014-02-24,108,
2014-02-25,108,
2014-02-26,108,
2014-02-27,108,
2014-02-28,108,
2014-03-01,108,
2014-03-02,108,
2014-03-03,108,
2014-03-04,108,
2014-03-05,108,0
2014-03-06,108,0
2014-03-07,108,
2014-03-08,108,
2014-03-09,108,2.2
2014-03-10,108,
2014-03-11,108,
2014-03-12,108,0.2
2014-03-13,108,0
2014-03-14,108,
2014-03-15,108,
2014-03-16,108,
2014-03-17,108,0.5
2014-03-18,108,0.4
2014-03-19,108,
2014-03-20,108,0.4
2014-03-21,108,
2014-03-22,108,
2014-03-23,108,
2014-03-24,108,0
2014-03-25,108,0
2014-03-26,108,0
2014-03-27,108,
2014-03-28,108,
2014-03-29,108,3.5
2014-03-30,108,0
2014-03-31,108,
2014-04-01,108,
2014-04-02,108,
2014-04-03,108,0.5
2014-04-04,108,
2014-04-05,108,0
2014-04-06,108,
2014-04-07,108,
2014-04-08,108,
2014-04-09,108,
2014-04-10,108,
2014-04-11,108,
2014-04-12,108,
2014-04-13,108,
2014-04-14,108,
2014-04-15,108,
2014-04-16,108,
2014-04-17,108,3
2014-04-18,108,
2014-04-19,108,
2014-04-20,108,
2014-04-21,108,
2014-04-22,108,
2014-04-23,108,
2014-04-24,108,
2014-04-25,108,
2014-04-26,108,
2014-04-27,108,8.5
2014-04-28,108,13.5
2014-04-29,108,5.5
2014-04-30,108,0
2014-05-01,108,
2014-05-02,108,1
2014-05-03,108,
2014-05-04,108,0.2
2014-05-05,108,
2014-05-06,108,
2014-05-07,108,2
2014-05-08,108,4
2014-05-09,108,
2014-05-10,108,
2014-05-11,108,23
2014-05-12,108,10
2014-05-13,108,
2014-05-14,108,
2014-05-15,108,0.3
2014-05-16,108,
2014-05-17,108,
2014-05-18,108,
2014-05-19,108,
2014-05-20,108,
2014-05-21,108,
2014-05-22,108,
2014-05-23,108,
2014-05-24,108,
2014-05-25,108,21
2014-05-26,108,1.5
2014-05-27,108,
2014-05-28,108,
2014-05-29,108,
2014-05-30,108,
2014-05-31,108,
2014-06-01,108,
2014-06-02,108,2
2014-06-03,108,33
2014-06-04,108,
2014-06-05,108,
2014-06-06,108,
2014-06-07,108,
2014-06-08,108,
2014-06-09,108,
2014-06-10,108,5.5
2014-06-11,108,19
2014-06-12,108,0.1
2014-06-13,108,0
2014-06-14,108,
2014-06-15,108,
2014-06-16,108,
2014-06-17,108,3.5
2014-06-18,108,0.1
2014-06-19,108,0
2014-06-20,108,1.5
2014-06-21,108,8.5
2014-06-22,108,0.4
2014-06-23,108,24.5
2014-06-24,108,
2014-06-25,108,
2014-06-26,108,
2014-06-27,108,
2014-06-28,108,0
2014-06-29,108,
